Size, Label, Opereation Count, Exection Time, Flops
100, 100, 8000000.000000, 0.000000, inf
200, 200, 64000000.000000, 0.040000, 1.600000
400, 400, 512000000.000000, 0.350000, 1.462857
800, 800, 4096000000.000000, 3.410000, 1.201173
1600, 1600, 32768000000.000000, 35.820000, 0.914796
3200, 3200, 262144000000.000000, 410.230000, 0.639017
6400, 6400, 2097152000000.000000, 2825.060000, 0.742339
